ID,Name,Types,Weaknesses,Evolution,HP,Attack,Defense,SpAttack,SpDefense,Speed,HeightM,WeightKg,Generation,Region,FirstLocation,Genus,Bio,Fact
697,Tyrantrum,"Rock,Dragon","Fighting,Ground,Steel,Ice,Dragon,Fairy",,82,121,119,69,59,71,2.5,270.0,Gen VI,Kalos,Evolves from Tyrunt,Despot Pokémon,A single bite of Tyrantrum’s massive jaws will demolish a car. This Pokémon was the king of the ancient world.,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,Amaura,"Rock,Ice","Fighting,Ground,Steel,Water,Grass",699,77,59,50,67,63,46,1.3,25.2,Gen VI,Kalos,Glittering Cave (X),Tundra Pokémon,Amaura is an ancient Pokémon that has gone extinct. Specimens of this species can sometimes be found frozen in ice.,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
699,Aurorus,"Rock,Ice","Fighting,Ground,Steel,Water,Grass",,123,77,72,99,92,58,2.7,225.0,Gen VI,Kalos,Evolves from Amaura,Tundra Pokémon,"When gripped by rage, Aurorus will emanate freezing air, covering everything around it in ice.",Has the highest base HP (123) of all 65 Rock-type Pokémon.
700,Sylveon,Fairy,"Steel,Poison",,95,65,65,110,130,60,1.0,23.5,Gen VI,Kalos,Lake of Outrage (Sword),Intertwining Pokémon,It emits a soothing aura from its ribbon-shaped organs. It wraps these appendages around quarrelers to instantly restore calm to the situation.,It sends a soothing aura from its ribbonlike feelers to calm fights.
701,Hawlucha,"Fighting,Flying","Electric,Ice,Psychic,Fairy",,78,92,75,74,63,118,0.8,21.5,Gen VI,Kalos,Route 10 (X),Wrestling Pokémon,It always strikes a pose before going for its finishing move. Sometimes opponents take advantage of that time to counterattack.,The only Fighting/Flying type in the entire Pokédex.
702,Dedenne,"Electric,Fairy","Poison,Ground",,67,58,57,81,67,101,0.2,2.2,Gen VI,Kalos,Route 11 (X),Antenna Pokémon,"Since Dedenne can’t generate much electricity on its own, it steals electricity from outlets or other electric Pokémon.","Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,Carbink,"Rock,Fairy","Steel,Water,Grass,Ground",,50,50,150,50,150,50,0.3,5.7,Gen VI,Kalos,Reflection Cave (X),Jewel Pokémon,"It’s said that somewhere in the world, there’s a mineral vein housing a large pack of slumbering Carbink. It’s also said that this pack has a queen.","Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,Goomy,Dragon,"Ice,Dragon,Fairy",705,45,50,35,55,75,40,0.3,2.8,Gen VI,Kalos,Route 14 (X),Soft Tissue Pokémon,"Goomy hides away in the shade of trees, where it's nice and humid. If the slime coating its body dries out, the Pokémon instantly becomes lethargic.","The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
705,Sliggoo,Dragon,"Ice,Dragon,Fairy",706,68,75,53,83,113,60,0.8,17.5,Gen VI,Kalos,Route 19 (X),Soft Tissue Pokémon,A creature given to melancholy. I suspect its metallic shell developed as a result of the mucus on its skin reacting with the iron in Hisui's water.,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,Goodra,Dragon,"Ice,Dragon,Fairy",,90,100,70,110,150,80,2.0,150.5,Gen VI,Kalos,Evolves from Sliggoo,Dragon Pokémon,Able to freely control the hardness of its metallic shell. It loathes solitude and is extremely clingy—it will fume and run riot if those dearest to it ever leave its side.,Has the highest base Sp. Defense (150) of all 56 Dragon-type Pokémon.
707,Klefki,"Steel,Fairy","Fire,Ground",,57,80,91,80,87,75,0.2,3.0,Gen VI,Kalos,Route 15 (X),Key Ring Pokémon,"Klefki sucks in metal ions with the horn topping its head. It seems this Pokémon loves keys so much that its head needed to look like one, too.",These key collectors threaten any attackers by fiercely jingling their keys at them.
708,Phantump,"Ghost,Grass","Fire,Ice,Flying,Ghost,Dark",709,43,70,48,50,60,38,0.4,7.0,Gen VI,Kalos,Route 16 (X),Stump Pokémon,"With a voice like a human child’s, it cries out to lure adults deep into the forest, getting them lost among the trees.",These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
709,Trevenant,"Ghost,Grass","Fire,Ice,Flying,Ghost,Dark",,85,110,76,65,82,56,1.5,71.0,Gen VI,Kalos,Route 20 (X),Elder Tree Pokémon,Small roots that extend from the tips of this Pokémon’s feet can tie into the trees of the forest and give Trevenant control over them.,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,Pumpkaboo,"Ghost,Grass","Fire,Ice,Flying,Ghost,Dark",711,49,66,70,44,55,51,0.4,5.0,Gen VI,Kalos,Route 16 (X),Pumpkin Pokémon,The light that streams out from the holes in the pumpkin can hypnotize and control the people and Pokémon that see it.,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,Gourgeist,"Ghost,Grass","Fire,Ice,Flying,Ghost,Dark",,65,90,122,58,75,84,0.9,12.5,Gen VI,Kalos,Hammerlocke Hills (Sword),Pumpkin Pokémon,"In the darkness of a new-moon night, Gourgeist will come knocking. Whoever answers the door will be swept off to the afterlife.","Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,Bergmite,Ice,"Fire,Fighting,Rock,Steel",713,55,69,85,32,35,28,1.0,99.5,Gen VI,Kalos,Frost Cavern (X),Ice Chunk Pokémon,Lives on mountains blanketed in perennial snow. It freezes water vapor in the air to make the ice helmet that it dons for defense.,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,Avalugg,Ice,"Fire,Fighting,Rock,Steel",,95,117,184,44,46,28,2.0,505.0,Gen VI,Kalos,Lake of Outrage (Sword),Iceberg Pokémon,"The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.",Has the highest base Defense (184) of all 41 Ice-type Pokémon.
714,Noibat,"Flying,Dragon","Ice,Rock,Dragon,Fairy",715,40,30,35,45,40,55,0.5,8.0,Gen VI,Kalos,Friend Safari (X),Sound Wave Pokémon,No wavelength of sound is beyond Noibat’s ability to produce. The ultrasonic waves it generates can overcome much larger Pokémon.,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,Noivern,"Flying,Dragon","Ice,Rock,Dragon,Fairy",,85,70,80,97,80,123,1.5,85.0,Gen VI,Kalos,Resolution Cave (Ultra Sun),Sound Wave Pokémon,"Flying through the darkness, it weakens enemies with ultrasonic waves that could crush stone. Its fangs finish the fight.",They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
716,Xerneas,Fairy,"Steel,Poison",,126,131,95,131,98,99,3.0,215.0,Gen VI,Kalos,Team Flare Secret HQ (X),Life Pokémon,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",Has the highest base Attack (131) of all 52 Fairy-type Pokémon.
717,Yveltal,"Dark,Flying","Electric,Ice,Rock,Fairy",,126,131,95,131,98,99,5.8,203.0,Gen VI,Kalos,Team Flare Secret HQ (X),Destruction Pokémon,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",Has the highest base total base stats (680) of all 55 Dark-type Pokémon.
718,Zygarde,"Dragon,Ground","Ice,Dragon,Fairy",,108,100,121,81,95,95,5.0,305.0,Gen VI,Kalos,Terminus Cave (X),Order Pokémon,Some say it can change to an even more powerful form when battling those who threaten the ecosystem.,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,Diancie,"Rock,Fairy","Steel,Water,Grass,Ground",,50,100,150,100,150,50,0.7,8.8,Gen VI,Kalos,Special encounter,Jewel Pokémon,It can instantly create many diamonds by compressing the carbon in the air between its hands.,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,Hoopa,"Psychic,Ghost","Ghost,Dark",,80,110,60,150,130,70,0.5,9.0,Gen VI,Kalos,Special encounter,Mischief Pokémon,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,Volcanion,"Fire,Water","Ground,Rock,Electric",,80,110,120,130,90,70,1.7,195.0,Gen VI,Kalos,Special encounter,Steam Pokémon,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,The only Fire/Water type in the entire Pokédex.
722,Rowlet,"Grass,Flying","Fire,Ice,Poison,Flying,Rock",723,68,55,55,50,50,42,0.3,1.5,Gen VII,Alola,Iki Town (Sun),Grass Quill Pokémon,Flies noiselessly on delicate wings. It has mastered the art of deftly launching dagger-sharp feathers from those same wings.,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,Dartrix,"Grass,Flying","Fire,Ice,Poison,Flying,Rock",724,78,75,75,70,70,52,0.7,16.0,Gen VII,Alola,Evolves from Rowlet,Blade Quill Pokémon,"Regularly basks in sunlight to gather power—presumably due to the frigid climate. Nonetheless, the edges of the blade quills set into its wings are keen as ever.","A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,Decidueye,"Grass,Ghost","Fire,Ice,Flying,Ghost,Dark",,78,107,75,100,100,70,1.6,36.6,Gen VII,Alola,Evolves from Dartrix,Arrow Quill Pokémon,The air stored inside the rachises of Decidueye's feathers insulates the Pokémon against Hisui's extreme cold. This is firm proof that evolution can be influenced by environment.,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,Litten,Fire,"Water,Ground,Rock",726,45,65,40,60,40,70,0.4,4.3,Gen VII,Alola,Iki Town (Sun),Fire Cat Pokémon,Trying to pet Litten before it trusts you will result in a nasty scratch from its sharp claws. Be careful.,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,Torracat,Fire,"Water,Ground,Rock",727,65,85,50,80,50,90,0.7,25.0,Gen VII,Alola,Evolves from Litten,Fire Cat Pokémon,"When facing a powerful enemy, Torracat’s fighting spirit gets pumped up, and its fire bell blazes hotter.","At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,Incineroar,"Fire,Dark","Water,Fighting,Ground,Rock",,95,115,90,80,90,60,1.8,83.0,Gen VII,Alola,Evolves from Torracat,Heel Pokémon,"Incineroar’s rough and aggressive behavior is its most notable trait, but the way it helps out small Pokémon shows that it has a kind side as well.","This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,Popplio,Water,"Electric,Grass",729,50,54,54,66,56,40,0.4,7.5,Gen VII,Alola,Iki Town (Sun),Sea Lion Pokémon,"If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills.","This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,Brionne,Water,"Electric,Grass",730,60,69,69,91,81,50,0.6,17.5,Gen VII,Alola,Evolves from Popplio,Pop Star Pokémon,"On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them.","A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,Primarina,"Water,Fairy","Electric,Grass,Poison",,80,74,74,126,116,60,1.8,44.0,Gen VII,Alola,Evolves from Brionne,Soloist Pokémon,"For Primarina, every battle’s a stage. Its singing and the dancing of its balloons will mesmerize the audience.",It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
731,Pikipek,"Normal,Flying","Electric,Ice,Rock",732,35,75,30,30,30,65,0.3,1.2,Gen VII,Alola,Route 1 (Sun),Woodpecker Pokémon,"It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!",It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
732,Trumbeak,"Normal,Flying","Electric,Ice,Rock",733,55,85,50,40,50,75,0.6,14.8,Gen VII,Alola,Route 11 (Sun),Bugle Beak Pokémon,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants.","It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,Toucannon,"Normal,Flying","Electric,Ice,Rock",,80,120,75,75,75,60,1.1,26.0,Gen VII,Alola,Route 11 (Ultra Sun),Cannon Pokémon,"Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm.","When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,Yungoos,Normal,Fighting,735,48,70,30,30,30,45,0.4,6.0,Gen VII,Alola,Route 1 (Sun),Loitering Pokémon,"Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey.","With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,Gumshoos,Normal,Fighting,,88,110,60,55,60,45,0.7,14.2,Gen VII,Alola,Akala Outskirts (Sun),Stakeout Pokémon,"Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!","When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,Grubbin,Bug,"Fire,Flying,Rock",737,47,62,45,55,45,46,0.4,4.4,Gen VII,Alola,Route 1 (Sun),Larva Pokémon,"It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap.",Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
737,Charjabug,"Bug,Electric","Fire,Rock",738,57,82,95,55,75,36,0.5,10.5,Gen VII,Alola,Blush Mountain (Sun),Battery Pokémon,Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,Vikavolt,"Bug,Electric","Fire,Rock",,77,70,90,145,75,43,1.5,45.0,Gen VII,Alola,Blush Mountain (Ultra Sun),Stag Beetle Pokémon,"If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity.",Has the highest base Sp. Attack (145) of all 84 Bug-type Pokémon.
739,Crabrawler,Fighting,"Flying,Psychic,Fairy",740,47,82,57,42,47,63,0.6,7.0,Gen VII,Alola,Route 10 (Sun),Boxing Pokémon,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,Crabominable,"Fighting,Ice","Fire,Fighting,Flying,Psychic,Steel,Fairy",,97,132,77,62,67,43,1.7,180.0,Gen VII,Alola,Evolves from Crabrawler,Woolly Crab Pokémon,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches.",The only Fighting/Ice type in the entire Pokédex.
741,Oricorio,"Fire,Flying","Water,Electric,Rock",,75,70,70,98,70,93,0.6,3.4,Gen VII,Alola,Ula’ula Meadow (Sun),Dancing Pokémon,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.","It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,Cutiefly,"Bug,Fairy","Fire,Flying,Rock,Poison,Steel",,40,45,40,55,40,84,0.1,0.2,Gen VII,Alola,Route 2 (Sun),Bee Fly Pokémon,An opponent’s aura can tell Cutiefly what that opponent’s next move will be. Then Cutiefly can glide around the attack and strike back.,Tied for the smallest Pokémon in the Pokédex at 0.1 m.
743,Ribombee,"Bug,Fairy","Fire,Flying,Rock,Poison,Steel",,60,55,60,95,70,124,0.2,0.5,Gen VII,Alola,Poni Meadow (Sun),Bee Fly Pokémon,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen.","It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,Rockruff,Rock,"Water,Grass,Fighting,Ground,Steel",745,45,65,40,30,40,60,0.5,9.2,Gen VII,Alola,Ten Carat Hill (Sun),Puppy Pokémon,"This Pokémon intimidates opponents by striking the ground with the rocks on its neck. The moment an opponent flinches, Rockruff attacks.","It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,Lycanroc,Rock,"Water,Grass,Fighting,Ground,Steel",,75,115,65,55,65,112,0.8,25.0,Gen VII,Alola,Vast Poni Canyon (Sun),Wolf Pokémon,"With swift movements, this Pokémon gradually backs its prey into a corner. Lycanroc’s fangs are always aimed toward opponents’ weak spots.","Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,Wishiwashi,Water,"Electric,Grass",,45,20,20,25,25,40,0.2,0.3,Gen VII,Alola,Route 13 (Sun),Small Fry Pokémon,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.","When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,Mareanie,"Poison,Water","Electric,Ground,Psychic",748,50,53,62,43,52,45,0.4,8.0,Gen VII,Alola,Route 9 (Sun),Brutal Star Pokémon,"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious.","It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,Toxapex,"Poison,Water","Electric,Ground,Psychic",,50,63,152,53,142,35,0.7,14.5,Gen VII,Alola,Route 9 (Sword),Brutal Star Pokémon,Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.,Has the highest base Defense (152) of all 69 Poison-type Pokémon.
749,Mudbray,Ground,"Water,Grass,Ice",750,70,100,70,45,55,45,1.0,110.0,Gen VII,Alola,Route 12 (Sun),Donkey Pokémon,"It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping.",The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
750,Mudsdale,Ground,"Water,Grass,Ice",,100,125,100,55,85,35,2.5,920.0,Gen VII,Alola,Poni Plains (Sun),Draft Horse Pokémon,Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep.,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,Dewpider,"Water,Bug","Electric,Flying,Rock",,38,40,52,40,72,27,0.3,4.0,Gen VII,Alola,Brooklet Hill (Sun),Water Bubble Pokémon,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
752,Araquanid,"Water,Bug","Electric,Flying,Rock",,68,70,92,50,132,42,1.8,82.0,Gen VII,Alola,Malie Garden (Sun),Water Bubble Pokémon,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.","It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,Fomantis,Grass,"Fire,Ice,Poison,Flying,Bug",754,40,55,35,50,35,35,0.3,1.5,Gen VII,Alola,Route 5 (Sun),Sickle Grass Pokémon,"During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night.","During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
754,Lurantis,Grass,"Fire,Ice,Poison,Flying,Bug",,70,105,90,80,90,45,0.9,18.5,Gen VII,Alola,Heahea Beach (Ultra Sun),Bloom Sickle Pokémon,"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first.","It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,Morelull,"Grass,Fairy","Fire,Ice,Poison,Flying,Steel",,40,35,55,65,75,15,0.2,1.5,Gen VII,Alola,Route 11 (Sun),Illuminating Pokémon,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
756,Shiinotic,"Grass,Fairy","Fire,Ice,Poison,Flying,Steel",,60,45,80,90,100,30,1.0,11.5,Gen VII,Alola,Route 11 (Ultra Sun),Illuminating Pokémon,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep.",Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,Salandit,"Poison,Fire","Water,Ground,Rock,Psychic",758,48,44,40,71,40,77,0.6,4.8,Gen VII,Alola,Route 8 (Sun),Toxic Lizard Pokémon,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
758,Salazzle,"Poison,Fire","Water,Ground,Rock,Psychic",,68,64,60,111,60,117,1.2,22.2,Gen VII,Alola,Lush Jungle (Ultra Sun),Toxic Lizard Pokémon,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
759,Stufful,"Normal,Fighting","Fairy,Flying,Psychic",760,70,75,50,45,50,50,0.5,6.8,Gen VII,Alola,Akala Outskirts (Sun),Flailing Pokémon,"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks.","Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
760,Bewear,"Normal,Fighting","Fairy,Flying,Psychic",,120,125,80,55,60,60,2.1,135.0,Gen VII,Alola,Poni Gauntlet (Sun),Strong Arm Pokémon,The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
761,Bounsweet,Grass,"Fire,Ice,Poison,Flying,Bug",762,42,30,38,30,38,32,0.3,3.2,Gen VII,Alola,Route 5 (Sun),Fruit Pokémon,"When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it.",A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
762,Steenee,Grass,"Fire,Ice,Poison,Flying,Bug",763,52,40,48,40,48,62,0.7,8.2,Gen VII,Alola,Seafolk Village (Sun),Fruit Pokémon,Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
763,Tsareena,Grass,"Fire,Ice,Poison,Flying,Bug",,72,120,98,50,98,72,1.2,21.4,Gen VII,Alola,Stony Wilderness (Sword),Fruit Pokémon,A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
764,Comfey,Fairy,"Steel,Poison",,51,52,90,82,110,100,0.1,0.3,Gen VII,Alola,Lush Jungle (Sun),Posy Picker Pokémon,"These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent.",Tied for the smallest Pokémon in the Pokédex at 0.1 m.
765,Oranguru,"Normal,Psychic","Bug,Dark,Ghost",,90,60,80,90,110,60,1.5,76.0,Gen VII,Alola,Lush Jungle (Moon),Sage Pokémon,"It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it.","Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
766,Passimian,Fighting,"Flying,Psychic,Fairy",,100,120,90,40,60,80,2.0,82.8,Gen VII,Alola,Lush Jungle (Sun),Teamwork Pokémon,"Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives.",They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
767,Wimpod,"Bug,Water","Electric,Flying,Rock",768,25,35,40,20,30,80,0.5,12.0,Gen VII,Alola,Route 8 (Sun),Turn Tail Pokémon,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence.","This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
768,Golisopod,"Bug,Water","Electric,Flying,Rock",,75,125,140,60,90,40,2.0,108.0,Gen VII,Alola,Bridge Field (Sword),Hard Scale Pokémon,"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal.","With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
769,Sandygast,"Ghost,Ground","Water,Grass,Ice,Ghost,Dark",770,55,55,80,70,45,15,0.5,70.0,Gen VII,Alola,Hano Beach (Sun),Sand Heap Pokémon,"Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger.","Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
770,Palossand,"Ghost,Ground","Water,Grass,Ice,Ghost,Dark",,85,75,110,100,75,35,1.3,250.0,Gen VII,Alola,Loop Lagoon (The Isle Of Armor Sword),Sand Castle Pokémon,"This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain.","Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
771,Pyukumuku,Water,"Electric,Grass",,55,60,130,30,130,5,0.3,1.2,Gen VII,Alola,Route 7 (Sun),Sea Cucumber Pokémon,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.","It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies."
772,Type: Null,Normal,Fighting,773,95,95,95,95,95,59,1.9,120.5,Gen VII,Alola,Aether Paradise (Sun),Synthetic Pokémon,It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
773,Silvally,Normal,Fighting,,95,95,95,95,95,95,2.3,100.5,Gen VII,Alola,Evolves from Type: Null,Synthetic Pokémon,The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
774,Minior,"Rock,Flying","Water,Electric,Ice,Rock,Steel",,60,60,100,60,100,60,0.3,40.0,Gen VII,Alola,Mount Hokulani (Sun),Meteor Pokémon,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.","Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,Komala,Normal,Fighting,,65,115,65,75,95,65,0.4,19.9,Gen VII,Alola,Route 11 (Sun),Drowsing Pokémon,It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,Turtonator,"Fire,Dragon","Ground,Rock,Dragon",,60,78,135,91,85,36,2.0,212.0,Gen VII,Alola,Blush Mountain (Sun),Blast Turtle Pokémon,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.,Has the highest base Defense (135) of all 56 Dragon-type Pokémon.
777,Togedemaru,"Electric,Steel","Fire,Fighting,Ground",,65,98,63,40,73,96,0.3,3.3,Gen VII,Alola,Blush Mountain (Sun),Roly-Poly Pokémon,"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately.","The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
778,Mimikyu,"Ghost,Fairy","Steel,Ghost",,55,90,80,50,105,96,0.2,0.7,Gen VII,Alola,Royal Avenue (Sun),Disguise Pokémon,There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.,The only Ghost/Fairy type in the entire Pokédex.
779,Bruxish,"Water,Psychic","Electric,Grass,Bug,Ghost,Dark",,68,105,70,70,70,92,0.9,19.0,Gen VII,Alola,Route 13 (Sun),Gnash Teeth Pokémon,"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.","When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
